model,id,Task-ID,domain,response_type,sequence,task,choices,truth,prediction,hit,type,task_enc,truth_enc,prediction_enc
MostFrequentAnswer,9,17,spatial-relational,verify,33,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,9,112,spatial-relational,verify,34,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,9,22,spatial-relational,verify,35,Left;C;D/Left;B;C/Left;A;B,Left;A;D,False,True,0,adaption,,,
MostFrequentAnswer,9,204,spatial-relational,verify,36,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,9,59,spatial-relational,verify,37,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,9,163,spatial-relational,verify,38,Left;B;C/Left;A;B/Left;C;D,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,9,20,spatial-relational,verify,39,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,9,108,spatial-relational,verify,40,Right;B;A/Right;D;C/Right;B;C,Right;D;A,True,False,0,adaption,,,
MostFrequentAnswer,9,161,spatial-relational,verify,41,Left;A;B/Left;B;C/Left;C;D,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,9,160,spatial-relational,verify,42,Right;D;C/Right;C;B/Right;B;A,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,9,166,spatial-relational,verify,43,Left;C;D/Left;B;C/Left;A;B,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,9,116,spatial-relational,verify,44,Left;B;C/Left;C;D/Left;A;B,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,9,208,spatial-relational,verify,45,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,9,18,spatial-relational,verify,46,Left;A;B/Left;C;D/Left;B;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,9,19,spatial-relational,verify,47,Left;B;C/Left;A;B/Left;C;D,Left;A;D,False,True,0,adaption,,,
MostFrequentAnswer,9,107,spatial-relational,verify,48,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,10,165,spatial-relational,verify,1,Left;C;D/Left;A;B/Left;B;C,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,10,155,spatial-relational,verify,2,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,10,114,spatial-relational,verify,3,Left;A;B/Left;C;D/Left;B;C,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,10,62,spatial-relational,verify,4,Right;C;B/Right;D;C/Right;B;A,Left;A;D,False,True,0,adaption,,,
MostFrequentAnswer,10,59,spatial-relational,verify,5,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,10,22,spatial-relational,verify,6,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,10,20,spatial-relational,verify,7,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,10,108,spatial-relational,verify,8,Right;B;A/Right;D;C/Right;B;C,Right;D;A,False,False,1,adaption,,,
MostFrequentAnswer,10,68,spatial-relational,verify,9,Left;B;C/Left;C;D/Left;A;B,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,10,205,spatial-relational,verify,10,Right;C;B/Right;B;A/Right;D;C,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,10,118,spatial-relational,verify,11,Left;C;D/Left;B;C/Left;A;B,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,10,17,spatial-relational,verify,12,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,10,116,spatial-relational,verify,13,Left;B;C/Left;C;D/Left;A;B,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,10,158,spatial-relational,verify,14,Right;C;B/Right;D;C/Right;B;A,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,10,162,spatial-relational,verify,15,Left;A;B/Left;C;D/Left;B;C,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,10,117,spatial-relational,verify,16,Left;C;D/Left;A;B/Left;B;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,10,164,spatial-relational,verify,17,Left;B;C/Left;C;D/Left;A;B,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,10,166,spatial-relational,verify,18,Left;C;D/Left;B;C/Left;A;B,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,10,69,spatial-relational,verify,19,Left;C;D/Left;A;B/Left;B;C,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,10,112,spatial-relational,verify,20,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,10,19,spatial-relational,verify,21,Left;B;C/Left;A;B/Left;C;D,Left;A;D,False,True,0,adaption,,,
MostFrequentAnswer,10,111,spatial-relational,verify,22,Right;D;C/Right;B;A/Right;C;B,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,10,208,spatial-relational,verify,23,Right;D;C/Right;C;B/Right;B;A,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,10,156,spatial-relational,verify,24,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
MostFrequentAnswer,10,21,spatial-relational,verify,25,Left;C;D/Left;A;B/Left;B;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,10,204,spatial-relational,verify,26,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,10,115,spatial-relational,verify,27,Left;B;C/Left;A;B/Left;C;D,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,10,109,spatial-relational,verify,28,Right;C;B/Right;B;A/Right;D;C,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,10,67,spatial-relational,verify,29,Left;B;C/Left;A;B/Left;C;D,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,10,157,spatial-relational,verify,30,Right;C;B/Right;B;A/Right;D;C,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,10,203,spatial-relational,verify,31,Right;B;A/Right;C;B/Right;D;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,10,65,spatial-relational,verify,32,Left;A;B/Left;B;C/Left;C;D,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,10,163,spatial-relational,verify,33,Left;B;C/Left;A;B/Left;C;D,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,10,18,spatial-relational,verify,34,Left;A;B/Left;C;D/Left;B;C,Left;A;D,False,True,0,adaption,,,
MostFrequentAnswer,10,60,spatial-relational,verify,35,Right;B;A/Right;D;C/Right;B;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,10,63,spatial-relational,verify,36,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,10,110,spatial-relational,verify,37,Right;C;B/Right;D;C/Right;B;A,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,10,66,spatial-relational,verify,38,Left;A;B/Left;C;D/Left;B;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,10,160,spatial-relational,verify,39,Right;D;C/Right;C;B/Right;B;A,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,10,113,spatial-relational,verify,40,Left;A;B/Left;B;C/Left;C;D,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,10,206,spatial-relational,verify,41,Right;C;B/Right;D;C/Right;B;A,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,10,64,spatial-relational,verify,42,Right;D;C/Right;C;B/Right;B;A,Left;A;D,False,True,0,adaption,,,
MostFrequentAnswer,10,159,spatial-relational,verify,43,Right;D;C/Right;B;A/Right;C;B,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,10,161,spatial-relational,verify,44,Left;A;B/Left;B;C/Left;C;D,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,10,207,spatial-relational,verify,45,Right;D;C/Right;B;A/Right;C;B,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,10,70,spatial-relational,verify,46,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,10,61,spatial-relational,verify,47,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,10,107,spatial-relational,verify,48,Right;B;A/Right;C;B/Right;D;C,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,11,117,spatial-relational,verify,1,Left;C;D/Left;A;B/Left;B;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,11,163,spatial-relational,verify,2,Left;B;C/Left;A;B/Left;C;D,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,11,20,spatial-relational,verify,3,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,118,spatial-relational,verify,4,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,11,205,spatial-relational,verify,5,Right;C;B/Right;B;A/Right;D;C,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,11,164,spatial-relational,verify,6,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,11,203,spatial-relational,verify,7,Right;B;A/Right;C;B/Right;D;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,11,208,spatial-relational,verify,8,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,11,162,spatial-relational,verify,9,Left;A;B/Left;C;D/Left;B;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,11,110,spatial-relational,verify,10,Right;C;B/Right;D;C/Right;B;A,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,11,64,spatial-relational,verify,11,Right;D;C/Right;C;B/Right;B;A,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,107,spatial-relational,verify,12,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,11,157,spatial-relational,verify,13,Right;C;B/Right;B;A/Right;D;C,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,11,165,spatial-relational,verify,14,Left;C;D/Left;A;B/Left;B;C,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,11,111,spatial-relational,verify,15,Right;D;C/Right;B;A/Right;C;B,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,11,204,spatial-relational,verify,16,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,11,161,spatial-relational,verify,17,Left;A;B/Left;B;C/Left;C;D,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,11,18,spatial-relational,verify,18,Left;A;B/Left;C;D/Left;B;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,113,spatial-relational,verify,19,Left;A;B/Left;B;C/Left;C;D,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,11,155,spatial-relational,verify,20,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,11,69,spatial-relational,verify,21,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,11,109,spatial-relational,verify,22,Right;C;B/Right;B;A/Right;D;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,11,156,spatial-relational,verify,23,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
MostFrequentAnswer,11,159,spatial-relational,verify,24,Right;D;C/Right;B;A/Right;C;B,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,11,21,spatial-relational,verify,25,Left;C;D/Left;A;B/Left;B;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,66,spatial-relational,verify,26,Left;A;B/Left;C;D/Left;B;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,11,59,spatial-relational,verify,27,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,67,spatial-relational,verify,28,Left;B;C/Left;A;B/Left;C;D,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,11,17,spatial-relational,verify,29,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,114,spatial-relational,verify,30,Left;A;B/Left;C;D/Left;B;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,11,19,spatial-relational,verify,31,Left;B;C/Left;A;B/Left;C;D,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,68,spatial-relational,verify,32,Left;B;C/Left;C;D/Left;A;B,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,11,70,spatial-relational,verify,33,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,11,158,spatial-relational,verify,34,Right;C;B/Right;D;C/Right;B;A,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,11,65,spatial-relational,verify,35,Left;A;B/Left;B;C/Left;C;D,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,11,63,spatial-relational,verify,36,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,61,spatial-relational,verify,37,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,116,spatial-relational,verify,38,Left;B;C/Left;C;D/Left;A;B,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,11,22,spatial-relational,verify,39,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,112,spatial-relational,verify,40,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,11,166,spatial-relational,verify,41,Left;C;D/Left;B;C/Left;A;B,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,11,206,spatial-relational,verify,42,Right;C;B/Right;D;C/Right;B;A,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,11,108,spatial-relational,verify,43,Right;B;A/Right;D;C/Right;B;C,Right;D;A,False,False,1,adaption,,,
MostFrequentAnswer,11,62,spatial-relational,verify,44,Right;C;B/Right;D;C/Right;B;A,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,160,spatial-relational,verify,45,Right;D;C/Right;C;B/Right;B;A,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,11,60,spatial-relational,verify,46,Right;B;A/Right;D;C/Right;B;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,11,207,spatial-relational,verify,47,Right;D;C/Right;B;A/Right;C;B,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,11,115,spatial-relational,verify,48,Left;B;C/Left;A;B/Left;C;D,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,12,117,spatial-relational,verify,1,Left;C;D/Left;A;B/Left;B;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,12,112,spatial-relational,verify,2,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,163,spatial-relational,verify,3,Left;B;C/Left;A;B/Left;C;D,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,12,165,spatial-relational,verify,4,Left;C;D/Left;A;B/Left;B;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,12,206,spatial-relational,verify,5,Right;C;B/Right;D;C/Right;B;A,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,12,205,spatial-relational,verify,6,Right;C;B/Right;B;A/Right;D;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,12,208,spatial-relational,verify,7,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,12,111,spatial-relational,verify,8,Right;D;C/Right;B;A/Right;C;B,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,160,spatial-relational,verify,9,Right;D;C/Right;C;B/Right;B;A,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,12,204,spatial-relational,verify,10,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,12,116,spatial-relational,verify,11,Left;B;C/Left;C;D/Left;A;B,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,12,159,spatial-relational,verify,12,Right;D;C/Right;B;A/Right;C;B,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,12,157,spatial-relational,verify,13,Right;C;B/Right;B;A/Right;D;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,12,61,spatial-relational,verify,14,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,207,spatial-relational,verify,15,Right;D;C/Right;B;A/Right;C;B,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,12,115,spatial-relational,verify,16,Left;B;C/Left;A;B/Left;C;D,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,12,156,spatial-relational,verify,17,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,21,spatial-relational,verify,18,Left;C;D/Left;A;B/Left;B;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,65,spatial-relational,verify,19,Left;A;B/Left;B;C/Left;C;D,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,114,spatial-relational,verify,20,Left;A;B/Left;C;D/Left;B;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,12,62,spatial-relational,verify,21,Right;C;B/Right;D;C/Right;B;A,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,113,spatial-relational,verify,22,Left;A;B/Left;B;C/Left;C;D,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,12,17,spatial-relational,verify,23,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,19,spatial-relational,verify,24,Left;B;C/Left;A;B/Left;C;D,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,63,spatial-relational,verify,25,Right;D;C/Right;B;A/Right;C;B,Left;A;D,False,True,0,adaption,,,
MostFrequentAnswer,12,203,spatial-relational,verify,26,Right;B;A/Right;C;B/Right;D;C,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,12,108,spatial-relational,verify,27,Right;B;A/Right;D;C/Right;B;C,Right;D;A,False,False,1,adaption,,,
MostFrequentAnswer,12,60,spatial-relational,verify,28,Right;B;A/Right;D;C/Right;B;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,20,spatial-relational,verify,29,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,161,spatial-relational,verify,30,Left;A;B/Left;B;C/Left;C;D,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,12,18,spatial-relational,verify,31,Left;A;B/Left;C;D/Left;B;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,66,spatial-relational,verify,32,Left;A;B/Left;C;D/Left;B;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,155,spatial-relational,verify,33,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,12,67,spatial-relational,verify,34,Left;B;C/Left;A;B/Left;C;D,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,162,spatial-relational,verify,35,Left;A;B/Left;C;D/Left;B;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,12,118,spatial-relational,verify,36,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,12,166,spatial-relational,verify,37,Left;C;D/Left;B;C/Left;A;B,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,12,110,spatial-relational,verify,38,Right;C;B/Right;D;C/Right;B;A,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,158,spatial-relational,verify,39,Right;C;B/Right;D;C/Right;B;A,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,12,69,spatial-relational,verify,40,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,164,spatial-relational,verify,41,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,12,68,spatial-relational,verify,42,Left;B;C/Left;C;D/Left;A;B,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,107,spatial-relational,verify,43,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,109,spatial-relational,verify,44,Right;C;B/Right;B;A/Right;D;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,12,64,spatial-relational,verify,45,Right;D;C/Right;C;B/Right;B;A,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,59,spatial-relational,verify,46,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,22,spatial-relational,verify,47,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,12,70,spatial-relational,verify,48,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,13,208,spatial-relational,verify,1,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,13,113,spatial-relational,verify,2,Left;A;B/Left;B;C/Left;C;D,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,13,63,spatial-relational,verify,3,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,13,109,spatial-relational,verify,4,Right;C;B/Right;B;A/Right;D;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,13,155,spatial-relational,verify,5,Right;B;A/Right;C;B/Right;D;C,Left;D;A,True,False,0,adaption,,,
MostFrequentAnswer,13,164,spatial-relational,verify,6,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,13,160,spatial-relational,verify,7,Right;D;C/Right;C;B/Right;B;A,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,13,158,spatial-relational,verify,8,Right;C;B/Right;D;C/Right;B;A,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,13,116,spatial-relational,verify,9,Left;B;C/Left;C;D/Left;A;B,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,13,20,spatial-relational,verify,10,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,13,69,spatial-relational,verify,11,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,13,117,spatial-relational,verify,12,Left;C;D/Left;A;B/Left;B;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,13,70,spatial-relational,verify,13,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,13,111,spatial-relational,verify,14,Right;D;C/Right;B;A/Right;C;B,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,13,204,spatial-relational,verify,15,Right;B;A/Right;D;C/Right;B;C,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,13,22,spatial-relational,verify,16,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,13,65,spatial-relational,verify,17,Left;A;B/Left;B;C/Left;C;D,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,13,159,spatial-relational,verify,18,Right;D;C/Right;B;A/Right;C;B,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,13,205,spatial-relational,verify,19,Right;C;B/Right;B;A/Right;D;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,13,110,spatial-relational,verify,20,Right;C;B/Right;D;C/Right;B;A,Right;D;A,False,True,0,adaption,,,
MostFrequentAnswer,13,112,spatial-relational,verify,21,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,13,62,spatial-relational,verify,22,Right;C;B/Right;D;C/Right;B;A,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,13,157,spatial-relational,verify,23,Right;C;B/Right;B;A/Right;D;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,13,161,spatial-relational,verify,24,Left;A;B/Left;B;C/Left;C;D,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,13,68,spatial-relational,verify,25,Left;B;C/Left;C;D/Left;A;B,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,13,156,spatial-relational,verify,26,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
MostFrequentAnswer,13,21,spatial-relational,verify,27,Left;C;D/Left;A;B/Left;B;C,Left;A;D,False,True,0,adaption,,,
MostFrequentAnswer,13,60,spatial-relational,verify,28,Right;B;A/Right;D;C/Right;B;C,Left;A;D,False,True,0,adaption,,,
MostFrequentAnswer,13,162,spatial-relational,verify,29,Left;A;B/Left;C;D/Left;B;C,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,13,203,spatial-relational,verify,30,Right;B;A/Right;C;B/Right;D;C,Right;A;B,True,False,0,adaption,,,
MostFrequentAnswer,13,17,spatial-relational,verify,31,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,13,206,spatial-relational,verify,32,Right;C;B/Right;D;C/Right;B;A,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,13,165,spatial-relational,verify,33,Left;C;D/Left;A;B/Left;B;C,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,13,114,spatial-relational,verify,34,Left;A;B/Left;C;D/Left;B;C,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,13,115,spatial-relational,verify,35,Left;B;C/Left;A;B/Left;C;D,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,13,107,spatial-relational,verify,36,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,13,67,spatial-relational,verify,37,Left;B;C/Left;A;B/Left;C;D,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,13,64,spatial-relational,verify,38,Right;D;C/Right;C;B/Right;B;A,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,13,19,spatial-relational,verify,39,Left;B;C/Left;A;B/Left;C;D,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,13,118,spatial-relational,verify,40,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
MostFrequentAnswer,13,59,spatial-relational,verify,41,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,13,61,spatial-relational,verify,42,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
MostFrequentAnswer,13,66,spatial-relational,verify,43,Left;A;B/Left;C;D/Left;B;C,Right;D;A,True,True,1,adaption,,,
MostFrequentAnswer,13,166,spatial-relational,verify,44,Left;C;D/Left;B;C/Left;A;B,Right;A;B,False,False,1,adaption,,,
MostFrequentAnswer,13,108,spatial-relational,verify,45,Right;B;A/Right;D;C/Right;B;C,Right;D;A,True,False,0,adaption,,,
