model,id,Task-ID,domain,response_type,sequence,task,choices,truth,prediction,hit,type,task_enc,truth_enc,prediction_enc
TransitiveClosure,27,5,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;C;A,False,True,0,adaption,,,
TransitiveClosure,27,2,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,27,8,spatial-relational,verify,9,Right;B;A/Right;C;B,Right;C;A,False,True,0,adaption,,,
TransitiveClosure,27,15,spatial-relational,verify,10,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
TransitiveClosure,27,4,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;A;C,False,True,0,adaption,,,
TransitiveClosure,27,7,spatial-relational,verify,12,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,27,16,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,27,9,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,27,1,spatial-relational,verify,15,Left;A;B/Left;B;C,Left;A;C,False,True,0,adaption,,,
TransitiveClosure,28,9,spatial-relational,verify,1,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,28,16,spatial-relational,verify,2,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,28,6,spatial-relational,verify,3,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,28,4,spatial-relational,verify,4,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,28,14,spatial-relational,verify,5,Left;A;B/Right;C;B,Right;A;C,True,False,0,adaption,,,
TransitiveClosure,28,7,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,28,13,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;A;C,True,False,0,adaption,,,
TransitiveClosure,28,3,spatial-relational,verify,8,Right;B;A/Left;B;C,Left;A;C,False,True,0,adaption,,,
TransitiveClosure,28,11,spatial-relational,verify,9,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,28,2,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,28,8,spatial-relational,verify,11,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,28,1,spatial-relational,verify,12,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,28,15,spatial-relational,verify,13,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
TransitiveClosure,28,12,spatial-relational,verify,14,Right;B;A/Right;C;B,Left;C;A,True,False,0,adaption,,,
TransitiveClosure,28,5,spatial-relational,verify,15,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,28,10,spatial-relational,verify,16,Left;A;B/Right;C;B,Left;C;A,True,False,0,adaption,,,
TransitiveClosure,29,13,spatial-relational,verify,1,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,29,4,spatial-relational,verify,2,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,29,1,spatial-relational,verify,3,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,29,8,spatial-relational,verify,4,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,29,15,spatial-relational,verify,5,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,29,6,spatial-relational,verify,6,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,29,12,spatial-relational,verify,7,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,29,7,spatial-relational,verify,8,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,29,9,spatial-relational,verify,9,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,29,2,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,29,5,spatial-relational,verify,11,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,29,3,spatial-relational,verify,12,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,29,11,spatial-relational,verify,13,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,29,14,spatial-relational,verify,14,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,29,16,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,29,10,spatial-relational,verify,16,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,30,14,spatial-relational,verify,1,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,30,11,spatial-relational,verify,2,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,30,12,spatial-relational,verify,3,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,30,16,spatial-relational,verify,4,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,30,10,spatial-relational,verify,5,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,30,7,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,30,5,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,30,1,spatial-relational,verify,8,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,30,6,spatial-relational,verify,9,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,30,4,spatial-relational,verify,10,Right;B;A/Right;C;B,Left;A;C,False,True,0,adaption,,,
TransitiveClosure,30,3,spatial-relational,verify,11,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,30,2,spatial-relational,verify,12,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,30,15,spatial-relational,verify,13,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,30,9,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,30,8,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,30,13,spatial-relational,verify,16,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,31,11,spatial-relational,verify,1,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
TransitiveClosure,31,3,spatial-relational,verify,2,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,31,1,spatial-relational,verify,3,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,31,14,spatial-relational,verify,4,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,31,7,spatial-relational,verify,5,Right;B;A/Left;B;C,Right;C;A,False,True,0,adaption,,,
TransitiveClosure,31,16,spatial-relational,verify,6,Right;B;A/Right;C;B,Right;A;C,True,False,0,adaption,,,
TransitiveClosure,31,10,spatial-relational,verify,7,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,31,2,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,31,5,spatial-relational,verify,9,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,31,12,spatial-relational,verify,10,Right;B;A/Right;C;B,Left;C;A,True,False,0,adaption,,,
TransitiveClosure,31,4,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,31,6,spatial-relational,verify,12,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,31,8,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;C;A,False,True,0,adaption,,,
TransitiveClosure,31,13,spatial-relational,verify,14,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,31,9,spatial-relational,verify,15,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,31,15,spatial-relational,verify,16,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,32,10,spatial-relational,verify,1,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,32,13,spatial-relational,verify,2,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,32,4,spatial-relational,verify,3,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,32,5,spatial-relational,verify,4,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,32,11,spatial-relational,verify,5,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
TransitiveClosure,32,12,spatial-relational,verify,6,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,32,14,spatial-relational,verify,7,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,32,6,spatial-relational,verify,8,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,32,8,spatial-relational,verify,9,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,32,2,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,32,7,spatial-relational,verify,11,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,32,1,spatial-relational,verify,12,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,32,15,spatial-relational,verify,13,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,32,3,spatial-relational,verify,14,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,32,16,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,32,9,spatial-relational,verify,16,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,33,9,spatial-relational,verify,1,Left;A;B/Left;B;C,Left;C;A,True,False,0,adaption,,,
TransitiveClosure,33,16,spatial-relational,verify,2,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,33,13,spatial-relational,verify,3,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,33,15,spatial-relational,verify,4,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,33,8,spatial-relational,verify,5,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,33,3,spatial-relational,verify,6,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,33,7,spatial-relational,verify,7,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,33,10,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,33,6,spatial-relational,verify,9,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,33,4,spatial-relational,verify,10,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,33,2,spatial-relational,verify,11,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,33,1,spatial-relational,verify,12,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,33,11,spatial-relational,verify,13,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,33,5,spatial-relational,verify,14,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,33,12,spatial-relational,verify,15,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,33,14,spatial-relational,verify,16,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,34,10,spatial-relational,verify,1,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,34,9,spatial-relational,verify,2,Left;A;B/Left;B;C,Left;C;A,True,False,0,adaption,,,
TransitiveClosure,34,14,spatial-relational,verify,3,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,34,2,spatial-relational,verify,4,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,34,11,spatial-relational,verify,5,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
TransitiveClosure,34,8,spatial-relational,verify,6,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,34,7,spatial-relational,verify,7,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,34,12,spatial-relational,verify,8,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,34,15,spatial-relational,verify,9,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,34,6,spatial-relational,verify,10,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,34,16,spatial-relational,verify,11,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,34,4,spatial-relational,verify,12,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,34,1,spatial-relational,verify,13,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,34,3,spatial-relational,verify,14,Right;B;A/Left;B;C,Left;A;C,False,True,0,adaption,,,
TransitiveClosure,34,13,spatial-relational,verify,15,Left;A;B/Left;B;C,Right;A;C,True,False,0,adaption,,,
TransitiveClosure,34,5,spatial-relational,verify,16,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,35,5,spatial-relational,verify,1,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,35,9,spatial-relational,verify,2,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,35,7,spatial-relational,verify,3,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,35,3,spatial-relational,verify,4,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,35,11,spatial-relational,verify,5,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,35,16,spatial-relational,verify,6,Right;B;A/Right;C;B,Right;A;C,True,False,0,adaption,,,
TransitiveClosure,35,6,spatial-relational,verify,7,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,35,8,spatial-relational,verify,8,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,35,15,spatial-relational,verify,9,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,35,13,spatial-relational,verify,10,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,35,10,spatial-relational,verify,11,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,35,2,spatial-relational,verify,12,Left;A;B/Right;C;B,Left;A;C,False,True,0,adaption,,,
TransitiveClosure,35,1,spatial-relational,verify,13,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,35,4,spatial-relational,verify,14,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,35,14,spatial-relational,verify,15,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,35,12,spatial-relational,verify,16,Right;B;A/Right;C;B,Left;C;A,True,False,0,adaption,,,
TransitiveClosure,36,9,spatial-relational,verify,1,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,36,2,spatial-relational,verify,2,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,36,8,spatial-relational,verify,3,Right;B;A/Right;C;B,Right;C;A,False,True,0,adaption,,,
TransitiveClosure,36,3,spatial-relational,verify,4,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,36,11,spatial-relational,verify,5,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,36,7,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,36,4,spatial-relational,verify,7,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,36,6,spatial-relational,verify,8,Left;A;B/Right;C;B,Right;C;A,False,True,0,adaption,,,
TransitiveClosure,36,10,spatial-relational,verify,9,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,36,14,spatial-relational,verify,10,Left;A;B/Right;C;B,Right;A;C,True,False,0,adaption,,,
TransitiveClosure,36,12,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,36,15,spatial-relational,verify,12,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
TransitiveClosure,36,5,spatial-relational,verify,13,Left;A;B/Left;B;C,Right;C;A,False,True,0,adaption,,,
TransitiveClosure,36,1,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;A;C,False,True,0,adaption,,,
TransitiveClosure,36,16,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,36,13,spatial-relational,verify,16,Left;A;B/Left;B;C,Right;A;C,True,False,0,adaption,,,
TransitiveClosure,37,9,spatial-relational,verify,1,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,37,7,spatial-relational,verify,2,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,37,8,spatial-relational,verify,3,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,37,10,spatial-relational,verify,4,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,37,3,spatial-relational,verify,5,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,37,5,spatial-relational,verify,6,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,37,13,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,37,2,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,37,1,spatial-relational,verify,9,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,37,6,spatial-relational,verify,10,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,37,14,spatial-relational,verify,11,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,37,11,spatial-relational,verify,12,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,37,15,spatial-relational,verify,13,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,37,16,spatial-relational,verify,14,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,37,4,spatial-relational,verify,15,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,37,12,spatial-relational,verify,16,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,38,8,spatial-relational,verify,1,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,38,13,spatial-relational,verify,2,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,38,10,spatial-relational,verify,3,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,38,3,spatial-relational,verify,4,Right;B;A/Left;B;C,Left;A;C,False,True,0,adaption,,,
TransitiveClosure,38,5,spatial-relational,verify,5,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,38,7,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;C;A,False,True,0,adaption,,,
TransitiveClosure,38,15,spatial-relational,verify,7,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,38,11,spatial-relational,verify,8,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,38,6,spatial-relational,verify,9,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,38,16,spatial-relational,verify,10,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,38,9,spatial-relational,verify,11,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,38,14,spatial-relational,verify,12,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,38,4,spatial-relational,verify,13,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,38,1,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,38,12,spatial-relational,verify,15,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,38,2,spatial-relational,verify,16,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,39,6,spatial-relational,verify,1,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,39,7,spatial-relational,verify,2,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,39,4,spatial-relational,verify,3,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,39,3,spatial-relational,verify,4,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
TransitiveClosure,39,9,spatial-relational,verify,5,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,39,15,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,39,5,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,39,11,spatial-relational,verify,8,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,39,16,spatial-relational,verify,9,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
TransitiveClosure,39,12,spatial-relational,verify,10,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,39,10,spatial-relational,verify,11,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
TransitiveClosure,39,8,spatial-relational,verify,12,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
TransitiveClosure,39,2,spatial-relational,verify,13,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
MostFrequentAnswer,1,13,spatial-relational,verify,1,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
MostFrequentAnswer,1,12,spatial-relational,verify,2,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
MostFrequentAnswer,1,15,spatial-relational,verify,3,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
MostFrequentAnswer,1,7,spatial-relational,verify,4,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
MostFrequentAnswer,1,1,spatial-relational,verify,5,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
MostFrequentAnswer,1,2,spatial-relational,verify,6,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
MostFrequentAnswer,1,16,spatial-relational,verify,7,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
MostFrequentAnswer,1,8,spatial-relational,verify,8,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
MostFrequentAnswer,1,9,spatial-relational,verify,9,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
MostFrequentAnswer,1,5,spatial-relational,verify,10,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
MostFrequentAnswer,1,14,spatial-relational,verify,11,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
MostFrequentAnswer,1,6,spatial-relational,verify,12,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
MostFrequentAnswer,1,10,spatial-relational,verify,13,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
MostFrequentAnswer,1,4,spatial-relational,verify,14,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
MostFrequentAnswer,1,11,spatial-relational,verify,15,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
MostFrequentAnswer,1,3,spatial-relational,verify,16,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
MostFrequentAnswer,2,2,spatial-relational,verify,1,Left;A;B/Right;C;B,Left;A;C,False,True,0,adaption,,,
MostFrequentAnswer,2,12,spatial-relational,verify,2,Right;B;A/Right;C;B,Left;C;A,True,False,0,adaption,,,
MostFrequentAnswer,2,9,spatial-relational,verify,3,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
MostFrequentAnswer,2,15,spatial-relational,verify,4,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
MostFrequentAnswer,2,16,spatial-relational,verify,5,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
MostFrequentAnswer,2,6,spatial-relational,verify,6,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
MostFrequentAnswer,2,3,spatial-relational,verify,7,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
MostFrequentAnswer,2,10,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;C;A,True,False,0,adaption,,,
MostFrequentAnswer,2,4,spatial-relational,verify,9,Right;B;A/Right;C;B,Left;A;C,False,True,0,adaption,,,
MostFrequentAnswer,2,11,spatial-relational,verify,10,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
MostFrequentAnswer,2,5,spatial-relational,verify,11,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
MostFrequentAnswer,2,14,spatial-relational,verify,12,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
MostFrequentAnswer,2,8,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
MostFrequentAnswer,2,1,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;A;C,False,True,0,adaption,,,
MostFrequentAnswer,2,7,spatial-relational,verify,15,Right;B;A/Left;B;C,Right;C;A,False,True,0,adaption,,,
MostFrequentAnswer,2,13,spatial-relational,verify,16,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
MostFrequentAnswer,3,14,spatial-relational,verify,1,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
MostFrequentAnswer,3,12,spatial-relational,verify,2,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
MostFrequentAnswer,3,1,spatial-relational,verify,3,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
MostFrequentAnswer,3,4,spatial-relational,verify,4,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
MostFrequentAnswer,3,6,spatial-relational,verify,5,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
